From,To,Length(m),Azimuth(deg),Clino(deg)
20@Suite.GouffrePlusPlus.106.UltimaPatagonia,-,0.72,133.24,76.66
20@Suite.GouffrePlusPlus.106.UltimaPatagonia,-,0.82,70.39,-72.77
20@Suite.GouffrePlusPlus.106.UltimaPatagonia,21@Suite.GouffrePlusPlus.106.UltimaPatagonia,3.44,76.00,-16.07
21@Suite.GouffrePlusPlus.106.UltimaPatagonia,-,1.31,333.97,7.60
21@Suite.GouffrePlusPlus.106.UltimaPatagonia,-,1.38,143.36,19.47
21@Suite.GouffrePlusPlus.106.UltimaPatagonia,-,0.77,69.71,82.42
21@Suite.GouffrePlusPlus.106.UltimaPatagonia,-,0.70,185.09,-78.03
21@Suite.GouffrePlusPlus.106.UltimaPatagonia,22@Suite.GouffrePlusPlus.106.UltimaPatagonia,5.69,52.50,-8.76
22@Suite.GouffrePlusPlus.106.UltimaPatagonia,-,0.96,353.06,-16.08
22@Suite.GouffrePlusPlus.106.UltimaPatagonia,-,0.67,59.04,-6.29
22@Suite.GouffrePlusPlus.106.UltimaPatagonia,-,0.68,149.06,6.81
22@Suite.GouffrePlusPlus.106.UltimaPatagonia,-,0.36,47.08,69.25
22@Suite.GouffrePlusPlus.106.UltimaPatagonia,-,0.30,227.13,-80.23
0@Entree.GouffreDuBowling.106.UltimaPatagonia,1@Entree.GouffreDuBowling.106.UltimaPatagonia,8.67,55.20,-61.40
1@Entree.GouffreDuBowling.106.UltimaPatagonia,-,4.53,93.20,4.30
1@Entree.GouffreDuBowling.106.UltimaPatagonia,-,2.47,140.50,4.30
1@Entree.GouffreDuBowling.106.UltimaPatagonia,-,1.34,74.70,8.50
1@Entree.GouffreDuBowling.106.UltimaPatagonia,-,2.06,193.70,0.90
1@Entree.GouffreDuBowling.106.UltimaPatagonia,-,2.49,266.50,7.20
1@Entree.GouffreDuBowling.106.UltimaPatagonia,-,4.60,238.40,1.70
1@Entree.GouffreDuBowling.106.UltimaPatagonia,-,7.58,255.60,77.60
1@Entree.GouffreDuBowling.106.UltimaPatagonia,-,4.74,156.90,56.90
1@Entree.GouffreDuBowling.106.UltimaPatagonia,-,3.92,89.20,29.60
1@Entree.GouffreDuBowling.106.UltimaPatagonia,-,8.36,99.40,-69.60
1@Entree.GouffreDuBowling.106.UltimaPatagonia,-,8.86,98.90,-69.70
1@Entree.GouffreDuBowling.106.UltimaPatagonia,-,8.32,100.30,-69.40
1@Entree.GouffreDuBowling.106.UltimaPatagonia,2@Entree.GouffreDuBowling.106.UltimaPatagonia,8.08,97.50,-70.20
2@Entree.GouffreDuBowling.106.UltimaPatagonia,-,19.24,30.80,-83.80
2@Entree.GouffreDuBowling.106.UltimaPatagonia,-,7.33,75.10,-2.90
2@Entree.GouffreDuBowling.106.UltimaPatagonia,-,2.29,28.60,-0.60
2@Entree.GouffreDuBowling.106.UltimaPatagonia,-,2.26,98.20,2.20
2@Entree.GouffreDuBowling.106.UltimaPatagonia,-,3.26,282.30,-0.30
2@Entree.GouffreDuBowling.106.UltimaPatagonia,3@Entree.GouffreDuBowling.106.UltimaPatagonia,19.29,35.00,-82.70
3@Entree.GouffreDuBowling.106.UltimaPatagonia,-,2.13,149.20,-8.40
3@Entree.GouffreDuBowling.106.UltimaPatagonia,4@Entree.GouffreDuBowling.106.UltimaPatagonia,2.14,147.10,-8.30
3@Entree.GouffreDuBowling.106.UltimaPatagonia,-,4.56,236.80,-5.70
3@Entree.GouffreDuBowling.106.UltimaPatagonia,-,1.16,247.80,-5.30
3@Entree.GouffreDuBowling.106.UltimaPatagonia,-,1.81,206.80,-5.60
3@Entree.GouffreDuBowling.106.UltimaPatagonia,-,2.02,145.50,-5.70
3@Entree.GouffreDuBowling.106.UltimaPatagonia,-,4.35,153.50,44.80
3@Entree.GouffreDuBowling.106.UltimaPatagonia,-,1.92,158.70,67.80
3@Entree.GouffreDuBowling.106.UltimaPatagonia,-,2.16,64.10,2.90
3@Entree.GouffreDuBowling.106.UltimaPatagonia,-,3.36,95.10,21.10
3@Entree.GouffreDuBowling.106.UltimaPatagonia,-,4.50,29.70,-64.40
3@Entree.GouffreDuBowling.106.UltimaPatagonia,-,4.28,340.90,-64.30
3@Entree.GouffreDuBowling.106.UltimaPatagonia,-,5.81,30.90,-84.10
3@Entree.GouffreDuBowling.106.UltimaPatagonia,-,4.48,285.80,-77.80
4@Entree.GouffreDuBowling.106.UltimaPatagonia,5@Entree.GouffreDuBowling.106.UltimaPatagonia,25.55,3.10,-82.30
5@Entree.GouffreDuBowling.106.UltimaPatagonia,-,4.56,310.20,87.00
5@Entree.GouffreDuBowling.106.UltimaPatagonia,-,7.77,251.90,51.10
5@Entree.GouffreDuBowling.106.UltimaPatagonia,-,7.12,229.50,58.90
5@Entree.GouffreDuBowling.106.UltimaPatagonia,-,4.55,205.60,52.70
5@Entree.GouffreDuBowling.106.UltimaPatagonia,-,2.88,142.60,69.30
5@Entree.GouffreDuBowling.106.UltimaPatagonia,-,4.20,100.10,61.10
5@Entree.GouffreDuBowling.106.UltimaPatagonia,-,4.29,250.30,9.80
5@Entree.GouffreDuBowling.106.UltimaPatagonia,-,2.90,198.20,7.00
5@Entree.GouffreDuBowling.106.UltimaPatagonia,-,1.54,142.00,7.20
5@Entree.GouffreDuBowling.106.UltimaPatagonia,-,4.77,99.20,5.20
5@Entree.GouffreDuBowling.106.UltimaPatagonia,6@Entree.GouffreDuBowling.106.UltimaPatagonia,3.58,117.30,-17.50
6@Entree.GouffreDuBowling.106.UltimaPatagonia,-,1.37,59.70,-3.80
6@Entree.GouffreDuBowling.106.UltimaPatagonia,-,1.37,350.70,-2.70
6@Entree.GouffreDuBowling.106.UltimaPatagonia,-,0.99,289.60,5.20
6@Entree.GouffreDuBowling.106.UltimaPatagonia,-,6.06,40.50,62.80
6@Entree.GouffreDuBowling.106.UltimaPatagonia,-,8.00,10.60,73.00
6@Entree.GouffreDuBowling.106.UltimaPatagonia,-,4.19,169.60,-79.70
6@Entree.GouffreDuBowling.106.UltimaPatagonia,-,3.48,77.70,-82.90
6@Entree.GouffreDuBowling.106.UltimaPatagonia,-,4.64,303.30,-72.70
6@Entree.GouffreDuBowling.106.UltimaPatagonia,-,3.72,253.80,-70.70
6@Entree.GouffreDuBowling.106.UltimaPatagonia,-,15.96,237.80,-81.00
6@Entree.GouffreDuBowling.106.UltimaPatagonia,-,15.77,223.20,-88.90
6@Entree.GouffreDuBowling.106.UltimaPatagonia,-,18.71,162.20,-82.00
6@Entree.GouffreDuBowling.106.UltimaPatagonia,-,12.34,127.00,-83.30
0@Entree.GouffreDuBowling.106.UltimaPatagonia,1A@Entree.GouffreDuBowling.106.UltimaPatagonia,7.96,241.60,27.00
1A@Entree.GouffreDuBowling.106.UltimaPatagonia,-,2.01,176.60,13.50
1A@Entree.GouffreDuBowling.106.UltimaPatagonia,-,2.83,87.70,11.70
1A@Entree.GouffreDuBowling.106.UltimaPatagonia,-,2.07,348.40,1.40
1A@Entree.GouffreDuBowling.106.UltimaPatagonia,-,5.02,280.00,21.90
2A@Entree.GouffreDuBowling.106.UltimaPatagonia,-,18.15,158.20,-80.20
2A@Entree.GouffreDuBowling.106.UltimaPatagonia,1A@Entree.GouffreDuBowling.106.UltimaPatagonia,19.05,130.30,-85.10
3A@Entree.GouffreDuBowling.106.UltimaPatagonia,2A@Entree.GouffreDuBowling.106.UltimaPatagonia,3.56,138.10,-60.00
6@Entree.GouffreDuBowling.106.UltimaPatagonia,7@Entree.GouffreDuBowling.106.UltimaPatagonia,15.71,140.80,-84.50
7@Entree.GouffreDuBowling.106.UltimaPatagonia,-,3.52,227.40,11.50
7@Entree.GouffreDuBowling.106.UltimaPatagonia,-,2.51,197.70,19.40
7@Entree.GouffreDuBowling.106.UltimaPatagonia,-,0.77,155.10,18.70
7@Entree.GouffreDuBowling.106.UltimaPatagonia,-,1.51,303.60,-0.20
7@Entree.GouffreDuBowling.106.UltimaPatagonia,-,2.71,275.70,-3.80
7@Entree.GouffreDuBowling.106.UltimaPatagonia,-,7.05,251.60,60.40
7@Entree.GouffreDuBowling.106.UltimaPatagonia,-,6.69,234.80,81.70
7@Entree.GouffreDuBowling.106.UltimaPatagonia,-,6.26,333.50,77.60
7@Entree.GouffreDuBowling.106.UltimaPatagonia,-,6.94,299.80,62.10
7@Entree.GouffreDuBowling.106.UltimaPatagonia,-,7.35,273.90,59.20
7@Entree.GouffreDuBowling.106.UltimaPatagonia,-,3.31,293.90,-42.50
7@Entree.GouffreDuBowling.106.UltimaPatagonia,8@Entree.GouffreDuBowling.106.UltimaPatagonia,3.21,293.80,-42.20
8@Entree.GouffreDuBowling.106.UltimaPatagonia,-,2.08,221.70,-10.90
8@Entree.GouffreDuBowling.106.UltimaPatagonia,-,2.84,173.50,-18.40
8@Entree.GouffreDuBowling.106.UltimaPatagonia,-,2.44,104.10,-0.60
8@Entree.GouffreDuBowling.106.UltimaPatagonia,-,4.09,221.40,-73.00
8@Entree.GouffreDuBowling.106.UltimaPatagonia,-,4.27,162.90,-85.80
8@Entree.GouffreDuBowling.106.UltimaPatagonia,-,6.80,260.40,-80.90
8@Entree.GouffreDuBowling.106.UltimaPatagonia,-,6.49,1.50,-81.90
8@Entree.GouffreDuBowling.106.UltimaPatagonia,-,3.44,47.80,-79.20
8@Entree.GouffreDuBowling.106.UltimaPatagonia,9@Entree.GouffreDuBowling.106.UltimaPatagonia,9.76,188.10,-89.10
9@Entree.GouffreDuBowling.106.UltimaPatagonia,10@Entree.GouffreDuBowling.106.UltimaPatagonia,1.90,83.00,-36.90
10@Entree.GouffreDuBowling.106.UltimaPatagonia,-,2.43,243.60,3.10
10@Entree.GouffreDuBowling.106.UltimaPatagonia,-,1.10,269.70,6.80
10@Entree.GouffreDuBowling.106.UltimaPatagonia,-,1.51,210.00,2.00
10@Entree.GouffreDuBowling.106.UltimaPatagonia,-,0.45,155.50,7.90
10@Entree.GouffreDuBowling.106.UltimaPatagonia,-,11.37,65.40,6.30
10@Entree.GouffreDuBowling.106.UltimaPatagonia,11@Entree.GouffreDuBowling.106.UltimaPatagonia,16.20,91.80,-64.00
11@Entree.GouffreDuBowling.106.UltimaPatagonia,-,1.21,313.80,4.00
11@Entree.GouffreDuBowling.106.UltimaPatagonia,-,1.70,273.30,2.60
11@Entree.GouffreDuBowling.106.UltimaPatagonia,-,1.45,215.70,17.40
11@Entree.GouffreDuBowling.106.UltimaPatagonia,-,1.00,130.40,2.30
11@Entree.GouffreDuBowling.106.UltimaPatagonia,-,5.50,74.10,-6.80
11@Entree.GouffreDuBowling.106.UltimaPatagonia,-,3.76,56.10,84.60
11@Entree.GouffreDuBowling.106.UltimaPatagonia,-,9.69,59.30,33.70
11@Entree.GouffreDuBowling.106.UltimaPatagonia,-,3.19,73.50,50.70
11@Entree.GouffreDuBowling.106.UltimaPatagonia,-,2.42,228.90,62.70
11@Entree.GouffreDuBowling.106.UltimaPatagonia,-,10.92,263.80,51.00
11@Entree.GouffreDuBowling.106.UltimaPatagonia,-,6.56,285.80,63.40
11@Entree.GouffreDuBowling.106.UltimaPatagonia,-,4.51,253.50,-79.70
11@Entree.GouffreDuBowling.106.UltimaPatagonia,12@Entree.GouffreDuBowling.106.UltimaPatagonia,4.32,192.00,-73.00
12@Entree.GouffreDuBowling.106.UltimaPatagonia,-,4.07,297.70,14.60
12@Entree.GouffreDuBowling.106.UltimaPatagonia,-,1.96,342.00,11.90
12@Entree.GouffreDuBowling.106.UltimaPatagonia,-,1.51,35.70,18.00
12@Entree.GouffreDuBowling.106.UltimaPatagonia,-,1.62,225.50,10.10
12@Entree.GouffreDuBowling.106.UltimaPatagonia,-,1.06,165.90,4.40
12@Entree.GouffreDuBowling.106.UltimaPatagonia,-,2.51,107.20,6.30
12@Entree.GouffreDuBowling.106.UltimaPatagonia,-,6.20,66.80,4.40
12@Entree.GouffreDuBowling.106.UltimaPatagonia,-,3.96,95.10,-33.50
12@Entree.GouffreDuBowling.106.UltimaPatagonia,-,2.01,177.20,-55.00
12@Entree.GouffreDuBowling.106.UltimaPatagonia,13@Entree.GouffreDuBowling.106.UltimaPatagonia,2.75,216.60,-20.70
13@Entree.GouffreDuBowling.106.UltimaPatagonia,-,5.52,256.20,-2.20
13@Entree.GouffreDuBowling.106.UltimaPatagonia,-,1.50,276.20,-0.10
13@Entree.GouffreDuBowling.106.UltimaPatagonia,-,1.35,251.00,-7.50
13@Entree.GouffreDuBowling.106.UltimaPatagonia,-,5.51,53.70,4.00
13@Entree.GouffreDuBowling.106.UltimaPatagonia,-,5.87,160.10,-71.60
13@Entree.GouffreDuBowling.106.UltimaPatagonia,-,2.51,167.30,-65.80
13@Entree.GouffreDuBowling.106.UltimaPatagonia,14@Entree.GouffreDuBowling.106.UltimaPatagonia,15.14,166.00,-66.30
14@Entree.GouffreDuBowling.106.UltimaPatagonia,15@Entree.GouffreDuBowling.106.UltimaPatagonia,5.89,215.60,-24.50
15@Entree.GouffreDuBowling.106.UltimaPatagonia,-,4.41,25.00,22.50
15@Entree.GouffreDuBowling.106.UltimaPatagonia,-,5.27,49.70,3.10
15@Entree.GouffreDuBowling.106.UltimaPatagonia,-,8.83,85.60,-11.20
15@Entree.GouffreDuBowling.106.UltimaPatagonia,-,8.19,103.30,-10.40
15@Entree.GouffreDuBowling.106.UltimaPatagonia,-,3.46,108.30,-6.90
15@Entree.GouffreDuBowling.106.UltimaPatagonia,-,1.42,126.30,-4.50
15@Entree.GouffreDuBowling.106.UltimaPatagonia,-,1.04,129.70,56.40
15@Entree.GouffreDuBowling.106.UltimaPatagonia,-,1.96,358.80,71.70
15@Entree.GouffreDuBowling.106.UltimaPatagonia,-,4.51,359.30,48.60
15@Entree.GouffreDuBowling.106.UltimaPatagonia,-,6.14,269.10,17.50
15@Entree.GouffreDuBowling.106.UltimaPatagonia,-,4.25,290.70,20.00
15@Entree.GouffreDuBowling.106.UltimaPatagonia,-,2.88,311.70,17.60
15@Entree.GouffreDuBowling.106.UltimaPatagonia,16@Entree.GouffreDuBowling.106.UltimaPatagonia,2.97,349.50,-15.20
16@Entree.GouffreDuBowling.106.UltimaPatagonia,-,1.46,300.20,0.60
16@Entree.GouffreDuBowling.106.UltimaPatagonia,-,1.97,295.60,-71.10
16@Entree.GouffreDuBowling.106.UltimaPatagonia,-,0.58,48.70,59.00
16@Entree.GouffreDuBowling.106.UltimaPatagonia,-,1.51,343.10,35.10
16@Entree.GouffreDuBowling.106.UltimaPatagonia,-,2.88,354.50,-28.30
16@Entree.GouffreDuBowling.106.UltimaPatagonia,-,6.08,10.80,-29.10
16@Entree.GouffreDuBowling.106.UltimaPatagonia,-,9.13,19.20,-38.30
16@Entree.GouffreDuBowling.106.UltimaPatagonia,-,5.95,17.60,-24.20
16@Entree.GouffreDuBowling.106.UltimaPatagonia,-,9.16,25.60,-27.70
16@Entree.GouffreDuBowling.106.UltimaPatagonia,-,3.36,25.90,-21.80
16@Entree.GouffreDuBowling.106.UltimaPatagonia,17@Entree.GouffreDuBowling.106.UltimaPatagonia,12.37,13.20,-30.80
17@Entree.GouffreDuBowling.106.UltimaPatagonia,-,2.04,3.60,-7.40
17@Entree.GouffreDuBowling.106.UltimaPatagonia,-,2.36,37.40,-8.90
17@Entree.GouffreDuBowling.106.UltimaPatagonia,-,3.52,55.30,-10.00
17@Entree.GouffreDuBowling.106.UltimaPatagonia,-,6.23,71.40,-7.00
17@Entree.GouffreDuBowling.106.UltimaPatagonia,-,6.85,85.10,-2.30
17@Entree.GouffreDuBowling.106.UltimaPatagonia,-,2.98,97.80,7.40
17@Entree.GouffreDuBowling.106.UltimaPatagonia,-,2.29,114.00,17.90
17@Entree.GouffreDuBowling.106.UltimaPatagonia,-,2.14,136.50,28.40
17@Entree.GouffreDuBowling.106.UltimaPatagonia,-,2.01,90.40,41.40
17@Entree.GouffreDuBowling.106.UltimaPatagonia,-,0.89,21.70,54.80
17@Entree.GouffreDuBowling.106.UltimaPatagonia,-,1.62,98.40,-79.50
17@Entree.GouffreDuBowling.106.UltimaPatagonia,18@Entree.GouffreDuBowling.106.UltimaPatagonia,7.76,58.60,-11.70
18@Entree.GouffreDuBowling.106.UltimaPatagonia,-,2.40,294.80,-9.10
18@Entree.GouffreDuBowling.106.UltimaPatagonia,-,4.60,327.20,-16.50
18@Entree.GouffreDuBowling.106.UltimaPatagonia,-,6.29,340.30,-19.30
18@Entree.GouffreDuBowling.106.UltimaPatagonia,-,3.77,359.20,-23.30
18@Entree.GouffreDuBowling.106.UltimaPatagonia,-,2.93,341.60,-8.40
18@Entree.GouffreDuBowling.106.UltimaPatagonia,-,1.94,343.50,-44.80
18@Entree.GouffreDuBowling.106.UltimaPatagonia,19@Entree.GouffreDuBowling.106.UltimaPatagonia,6.88,349.80,-22.80
19@Entree.GouffreDuBowling.106.UltimaPatagonia,-,1.34,259.70,5.70
19@Entree.GouffreDuBowling.106.UltimaPatagonia,-,2.19,202.80,-77.20
19@Entree.GouffreDuBowling.106.UltimaPatagonia,-,4.37,308.10,-13.40
19@Entree.GouffreDuBowling.106.UltimaPatagonia,-,3.07,323.10,-14.40
19@Entree.GouffreDuBowling.106.UltimaPatagonia,-,5.10,334.30,-39.40
19@Entree.GouffreDuBowling.106.UltimaPatagonia,-,7.96,347.30,-25.50
19@Entree.GouffreDuBowling.106.UltimaPatagonia,-,4.67,71.50,-13.10
19@Entree.GouffreDuBowling.106.UltimaPatagonia,-,3.26,89.10,-1.70
19@Entree.GouffreDuBowling.106.UltimaPatagonia,-,4.15,88.30,-10.40
19@Entree.GouffreDuBowling.106.UltimaPatagonia,-,6.15,97.60,-0.40
19@Entree.GouffreDuBowling.106.UltimaPatagonia,-,16.62,90.20,-4.80
19@Entree.GouffreDuBowling.106.UltimaPatagonia,-,18.49,90.30,-4.60
19@Entree.GouffreDuBowling.106.UltimaPatagonia,-,16.62,90.30,-4.70
19@Entree.GouffreDuBowling.106.UltimaPatagonia,20@Entree.GouffreDuBowling.106.UltimaPatagonia,18.49,90.20,-4.70
0@Perte25MetresNageLibre.106.UltimaPatagonia,1@Perte25MetresNageLibre.106.UltimaPatagonia,11.11,295.30,-14.80
1@Perte25MetresNageLibre.106.UltimaPatagonia,-,3.65,183.50,84.80
1@Perte25MetresNageLibre.106.UltimaPatagonia,-,4.69,208.00,64.80
1@Perte25MetresNageLibre.106.UltimaPatagonia,-,3.33,219.00,40.50
1@Perte25MetresNageLibre.106.UltimaPatagonia,-,3.53,207.50,25.10
1@Perte25MetresNageLibre.106.UltimaPatagonia,-,3.54,261.60,80.20
1@Perte25MetresNageLibre.106.UltimaPatagonia,-,2.13,308.20,83.00
1@Perte25MetresNageLibre.106.UltimaPatagonia,-,1.22,14.50,76.20
1@Perte25MetresNageLibre.106.UltimaPatagonia,-,0.77,25.30,50.50
1@Perte25MetresNageLibre.106.UltimaPatagonia,-,0.68,22.20,9.40
1@Perte25MetresNageLibre.106.UltimaPatagonia,-,1.48,28.50,-32.60
1@Perte25MetresNageLibre.106.UltimaPatagonia,-,1.39,301.80,-14.30
1@Perte25MetresNageLibre.106.UltimaPatagonia,-,3.14,281.20,-5.40
1@Perte25MetresNageLibre.106.UltimaPatagonia,-,3.12,254.80,-4.90
1@Perte25MetresNageLibre.106.UltimaPatagonia,-,2.41,259.90,12.90
1@Perte25MetresNageLibre.106.UltimaPatagonia,2@Perte25MetresNageLibre.106.UltimaPatagonia,1.37,303.00,-14.20
2@Perte25MetresNageLibre.106.UltimaPatagonia,-,2.53,208.40,20.20
2@Perte25MetresNageLibre.106.UltimaPatagonia,-,0.62,193.00,-16.80
2@Perte25MetresNageLibre.106.UltimaPatagonia,-,0.72,189.50,-48.60
2@Perte25MetresNageLibre.106.UltimaPatagonia,-,1.86,172.80,-74.80
2@Perte25MetresNageLibre.106.UltimaPatagonia,-,1.98,40.30,-85.00
2@Perte25MetresNageLibre.106.UltimaPatagonia,-,1.69,33.20,-71.20
2@Perte25MetresNageLibre.106.UltimaPatagonia,-,0.90,45.90,-45.00
2@Perte25MetresNageLibre.106.UltimaPatagonia,-,0.20,52.00,-25.80
2@Perte25MetresNageLibre.106.UltimaPatagonia,-,3.86,252.30,-59.80
2@Perte25MetresNageLibre.106.UltimaPatagonia,3@Perte25MetresNageLibre.106.UltimaPatagonia,2.94,259.90,-61.90
3@Perte25MetresNageLibre.106.UltimaPatagonia,-,1.45,355.50,2.70
3@Perte25MetresNageLibre.106.UltimaPatagonia,-,1.04,348.30,32.90
3@Perte25MetresNageLibre.106.UltimaPatagonia,-,1.36,268.60,73.60
3@Perte25MetresNageLibre.106.UltimaPatagonia,-,0.64,154.30,65.40
3@Perte25MetresNageLibre.106.UltimaPatagonia,-,2.93,160.50,36.60
3@Perte25MetresNageLibre.106.UltimaPatagonia,-,3.26,190.00,37.30
3@Perte25MetresNageLibre.106.UltimaPatagonia,-,2.62,206.80,29.30
3@Perte25MetresNageLibre.106.UltimaPatagonia,-,2.60,238.00,7.60
3@Perte25MetresNageLibre.106.UltimaPatagonia,-,2.66,249.20,1.10
3@Perte25MetresNageLibre.106.UltimaPatagonia,-,3.05,264.00,11.90
3@Perte25MetresNageLibre.106.UltimaPatagonia,-,2.84,283.00,10.10
3@Perte25MetresNageLibre.106.UltimaPatagonia,-,2.74,296.80,6.50
3@Perte25MetresNageLibre.106.UltimaPatagonia,-,2.09,266.60,-15.00
3@Perte25MetresNageLibre.106.UltimaPatagonia,-,2.18,292.80,-14.70
3@Perte25MetresNageLibre.106.UltimaPatagonia,-,5.09,292.60,-25.40
3@Perte25MetresNageLibre.106.UltimaPatagonia,-,2.79,261.80,-24.80
3@Perte25MetresNageLibre.106.UltimaPatagonia,4@Perte25MetresNageLibre.106.UltimaPatagonia,4.90,290.40,-32.30
4@Perte25MetresNageLibre.106.UltimaPatagonia,-,2.20,45.60,-87.30
4@Perte25MetresNageLibre.106.UltimaPatagonia,-,0.55,67.00,2.60
4@Perte25MetresNageLibre.106.UltimaPatagonia,-,2.45,5.00,-4.50
4@Perte25MetresNageLibre.106.UltimaPatagonia,-,2.25,22.60,-7.20
4@Perte25MetresNageLibre.106.UltimaPatagonia,-,0.71,35.50,3.10
4@Perte25MetresNageLibre.106.UltimaPatagonia,-,2.53,355.70,3.20
4@Perte25MetresNageLibre.106.UltimaPatagonia,-,2.27,358.50,31.50
4@Perte25MetresNageLibre.106.UltimaPatagonia,-,1.54,354.60,68.70
4@Perte25MetresNageLibre.106.UltimaPatagonia,-,1.72,127.80,75.20
4@Perte25MetresNageLibre.106.UltimaPatagonia,-,2.20,121.50,57.30
4@Perte25MetresNageLibre.106.UltimaPatagonia,-,0.58,110.80,15.00
4@Perte25MetresNageLibre.106.UltimaPatagonia,-,1.55,162.80,13.60
4@Perte25MetresNageLibre.106.UltimaPatagonia,5@Perte25MetresNageLibre.106.UltimaPatagonia,2.82,17.80,-44.90
5@Perte25MetresNageLibre.106.UltimaPatagonia,-,2.14,246.20,-74.00
5@Perte25MetresNageLibre.106.UltimaPatagonia,-,2.69,305.90,-77.90
5@Perte25MetresNageLibre.106.UltimaPatagonia,-,4.28,322.00,-65.60
5@Perte25MetresNageLibre.106.UltimaPatagonia,-,4.80,329.40,-61.30
5@Perte25MetresNageLibre.106.UltimaPatagonia,-,6.75,306.80,-47.50
5@Perte25MetresNageLibre.106.UltimaPatagonia,-,1.13,238.30,-5.60
5@Perte25MetresNageLibre.106.UltimaPatagonia,-,1.23,241.70,15.00
5@Perte25MetresNageLibre.106.UltimaPatagonia,-,1.45,261.20,47.90
5@Perte25MetresNageLibre.106.UltimaPatagonia,-,3.76,237.00,72.50
5@Perte25MetresNageLibre.106.UltimaPatagonia,-,3.67,225.60,81.00
5@Perte25MetresNageLibre.106.UltimaPatagonia,-,0.41,336.50,-2.70
5@Perte25MetresNageLibre.106.UltimaPatagonia,-,1.17,171.40,8.20
5@Perte25MetresNageLibre.106.UltimaPatagonia,6@Perte25MetresNageLibre.106.UltimaPatagonia,4.44,304.20,-43.20
6@Perte25MetresNageLibre.106.UltimaPatagonia,-,0.47,54.50,4.50
6@Perte25MetresNageLibre.106.UltimaPatagonia,-,1.27,54.70,-62.90
6@Perte25MetresNageLibre.106.UltimaPatagonia,-,1.32,77.80,-82.60
6@Perte25MetresNageLibre.106.UltimaPatagonia,-,2.28,28.10,72.00
6@Perte25MetresNageLibre.106.UltimaPatagonia,-,2.75,108.90,75.00
6@Perte25MetresNageLibre.106.UltimaPatagonia,-,3.32,122.90,66.50
6@Perte25MetresNageLibre.106.UltimaPatagonia,-,0.57,138.10,4.20
6@Perte25MetresNageLibre.106.UltimaPatagonia,-,1.86,122.10,15.80
6@Perte25MetresNageLibre.106.UltimaPatagonia,-,0.55,116.30,16.10
6@Perte25MetresNageLibre.106.UltimaPatagonia,-,0.67,117.20,26.60
6@Perte25MetresNageLibre.106.UltimaPatagonia,-,0.72,95.10,20.10
6@Perte25MetresNageLibre.106.UltimaPatagonia,-,1.63,101.40,23.80
6@Perte25MetresNageLibre.106.UltimaPatagonia,-,0.72,19.20,-1.60
6@Perte25MetresNageLibre.106.UltimaPatagonia,-,1.21,6.40,11.40
6@Perte25MetresNageLibre.106.UltimaPatagonia,-,2.30,5.40,-3.40
6@Perte25MetresNageLibre.106.UltimaPatagonia,-,2.75,5.70,-16.10
6@Perte25MetresNageLibre.106.UltimaPatagonia,-,1.13,6.80,-23.40
6@Perte25MetresNageLibre.106.UltimaPatagonia,-,0.73,20.30,-31.70
6@Perte25MetresNageLibre.106.UltimaPatagonia,7@Perte25MetresNageLibre.106.UltimaPatagonia,2.99,3.60,-43.20
7@Perte25MetresNageLibre.106.UltimaPatagonia,-,0.69,129.70,-1.80
7@Perte25MetresNageLibre.106.UltimaPatagonia,-,1.13,131.20,35.40
7@Perte25MetresNageLibre.106.UltimaPatagonia,-,1.95,127.00,64.60
7@Perte25MetresNageLibre.106.UltimaPatagonia,-,3.63,73.60,63.80
7@Perte25MetresNageLibre.106.UltimaPatagonia,-,2.66,52.40,39.70
7@Perte25MetresNageLibre.106.UltimaPatagonia,-,1.40,73.10,11.70
7@Perte25MetresNageLibre.106.UltimaPatagonia,-,2.06,58.60,1.80
7@Perte25MetresNageLibre.106.UltimaPatagonia,-,2.35,53.10,0.10
7@Perte25MetresNageLibre.106.UltimaPatagonia,-,0.80,140.40,8.30
7@Perte25MetresNageLibre.106.UltimaPatagonia,-,2.29,175.20,14.40
7@Perte25MetresNageLibre.106.UltimaPatagonia,-,1.29,157.50,15.70
7@Perte25MetresNageLibre.106.UltimaPatagonia,-,1.41,205.00,-1.50
7@Perte25MetresNageLibre.106.UltimaPatagonia,-,0.98,220.40,-6.60
7@Perte25MetresNageLibre.106.UltimaPatagonia,-,3.58,175.40,-38.40
7@Perte25MetresNageLibre.106.UltimaPatagonia,-,2.74,169.70,-44.80
7@Perte25MetresNageLibre.106.UltimaPatagonia,-,3.35,174.70,-63.70
7@Perte25MetresNageLibre.106.UltimaPatagonia,-,1.68,124.40,-71.40
7@Perte25MetresNageLibre.106.UltimaPatagonia,8@Perte25MetresNageLibre.106.UltimaPatagonia,4.64,55.90,-57.20
8@Perte25MetresNageLibre.106.UltimaPatagonia,-,1.15,291.60,1.60
8@Perte25MetresNageLibre.106.UltimaPatagonia,-,0.88,315.60,-7.00
8@Perte25MetresNageLibre.106.UltimaPatagonia,-,1.80,354.90,-10.40
8@Perte25MetresNageLibre.106.UltimaPatagonia,-,1.30,11.40,-11.80
8@Perte25MetresNageLibre.106.UltimaPatagonia,-,0.69,26.60,-15.00
8@Perte25MetresNageLibre.106.UltimaPatagonia,-,1.68,285.50,-64.10
8@Perte25MetresNageLibre.106.UltimaPatagonia,-,1.03,234.90,7.50
